Id,Prediction
-8997544626302530415,0
-8996295531056388524,0
-8996259281217495772,0
-8995631666924719986,0
-8995335429231868162,1
-8993498450561400908,1
-8991015172380421531,0
-8989161285285644060,0
-8988686231664945978,0
-8988193571355420130,0
-8988028608173503840,1
-8984814394642548101,0
-8984165895034644324,0
-8983635487199355085,0
-8982469907793896007,1
-8982233248206829700,0
-8982017189665876280,0
-8978901320402742840,0
-8977673339859030353,1
-8977574125570352758,1
-8976416114637438177,1
-8974520989744589772,0
-8972491011178380578,0
-8971927611359356485,1
-8970897452210111341,0
-8970699510879952474,1
-8967981955174359853,0
-8967585334711208561,0
-8966637705255855107,1
-8965217278555472193,0
-8964658117473848734,0
-8964281520585400938,0
-8963221059750971901,0
-8957463026369014214,1
-8956569083403500993,0
-8956421755545425978,1
-8955849812535874331,1
-8955534139971925003,1
-8952963416570709520,0
-8952353580676664115,1
-8951763097462683798,0
-8950458700749036343,1
-8947310766348977396,1
-8946956355715393236,1
-8946737557767521568,1
-8946662006814707061,1
-8945781557844917664,1
-8944764062352726563,1
-8944430670155325332,1
-8940868726849646624,0
-8938369493282207788,0
-8937610910881596701,1
-8936329215938724908,0
-8936276495066434501,0
-8936171035860431675,1
-8936047545342241866,0
-8935530466126692499,0
-8935338029583063999,0
-8934599767690461440,1
-8933996080771271579,1
-8933859201277768185,1
-8932945608543506129,1
-8930414995700829527,0
-8928828853054992706,0
-8928602214471359898,1
-8925722531234058740,1
-8923646123881767141,0
-8919748057502998096,1
-8919725668872542585,0
-8918290920995581067,0
-8916203316265168192,0
-8913333276647921121,1
-8913064660929366049,0
-8909530427369564065,0
-8909491468082040355,1
-8903975423354233884,1
-8903608617869405027,1
-8903206648038132270,1
-8902388311632695609,0
-8902217257780234327,1
-8900747118955729455,1
-8900497228499965191,1
-8895777996234430103,1
-8894580993162520033,1
-8894558196581337820,0
-8894064742134716567,0
-8893891700953406458,0
-8893402001881377177,0
-8892387913972095560,0
-8891651374175804144,1
-8891273652064313595,0
-8890210257953448270,1
-8887939060220549215,1
-8885277530722230771,1
-8884663239624016350,0
-8882608418108973136,1
-8881789964875905654,1
-8880601199996380632,0
-8879069233470196755,0
-8878316768118705258,1
-8877323405075017387,0
-8876837551648913520,1
-8874641498912966227,0
-8869747565980875007,0
-8869462376574300984,1
-8867241142508720324,1
-8866329498216660075,1
-8863980939687159774,1
-8862364184433309073,1
-8862281046978600543,0
-8861194607371252279,1
-8860988778553834783,0
-8860181788973994228,1
-8858384430176535433,0
-8858249682099375619,0
-8857950045081671664,0
-8856211010342436709,0
-8855672117876459188,1
-8855062493034937545,1
-8852674373141631812,0
-8852230059027090707,0
-8851486018347437823,1
-8847357662267101100,0
-8847286293503813671,0
-8846842789417946337,1
-8845688485430466399,0
-8845119058028676218,0
-8843056847000695478,1
-8842634696821549972,0
-8842009168175685806,1
-8841866211326182538,0
-8840512974849206916,1
-8840052222172687399,1
-8836783598903038255,1
-8836682687003475537,1
-8836283270799096915,1
-8835715638069680764,1
-8834559664433443892,1
-8833577799859665689,1
-8833248260159173744,1
-8832277763714334291,1
-8829356962193148469,1
-8821227204095134718,1
-8815582598974559872,0
-8813750873043418732,0
-8813291607306406185,1
-8812533556709332340,1
-8810475978388612052,1
-8809962588617520402,1
-8809618266914180885,1
-8808499610933071129,1
-8807476598827752903,1
-8804103717422200830,1
-8803587564904039264,1
-8802107533598054725,0
-8799110359528077872,1
-8798386024245074422,0
-8798073756925575399,0
-8797006296069777516,1
-8796817580185032555,0
-8796812504601945146,0
-8796804837869407423,1
-8796464002248323782,0
-8796374415906090736,1
-8794344229086802236,0
-8793582868199819888,0
-8793358293773584561,0
-8793203005372917818,1
-8791969502546456938,0
-8791244176016278732,1
-8790906419051130241,1
-8790816982743277265,0
-8787973613895694888,0
-8787187232264503165,0
-8784967455839110246,1
-8782510256084141848,1
-8782248843448184596,1
-8781772753253360155,1
-8781693700014819606,0
-8780801654474312537,1
-8779131165763344723,1
-8775371615093386093,1
-8772931336905221510,0
-8772739907692447723,0
-8771753007489335560,0
-8771311032615120113,1
-8771020028405770144,1
-8769819243915638751,1
-8768681050594481797,0
-8768320668475113730,0
-8768213278018572453,0
-8765055035241559086,1
-8763052748449805805,1
-8762287129050736978,1
-8761951756862878457,1
-8761900937693479777,0
-8759836522842150440,1
-8759697060691101796,1
-8758441772431758587,0
-8757837160200632316,0
-8756647039541575732,1
-8752185752106223682,1
-8749134985641127150,0
-8746931036387302393,1
-8746380418678189164,0
-8745887451936448758,0
-8745278347356493657,1
-8744713092994123217,0
-8742080412555176387,0
-8739276807588187905,0
-8735891143430527219,0
-8733663431262084334,0
-8726485024298781667,0
-8725290333814906137,1
-8725114796728507486,1
-8724467776333988579,0
-8722222385104944542,0
-8720693399246634154,0
-8720356893422082019,0
-8718719735162530063,1
-8718356885806299798,0
-8715105999419494865,1
-8714911479774378621,0
-8711848593387356938,1
-8709623321209473559,0
-8708327531490013609,0
-8708178244510610123,1
-8707917933477958424,0
-8707383501167652797,1
-8705759190129489277,1
-8705580018939404416,1
-8703900604204634663,0
-8702455573516781297,1
-8702349250032103585,0
-8702285125812226678,0
-8701982599874066784,1
-8698793635994937232,1
-8696817538912508104,0
-8696641004154089366,0
-8696421953195051350,0
-8695569528529729277,0
-8695292445215280755,1
-8693791194485920378,0
-8693708616828685620,1
-8693421263025232114,0
-8691928702019696895,0
-8688076431133576440,0
-8687416667407042492,0
-8685619935122334363,0
-8685508199626370679,0
-8682484775845893508,0
-8681701574830777694,0
-8681313354357391896,0
-8681256879090384951,1
-8678955562588620075,1
-8677772151029186559,0
-8676369228847333032,0
-8675779146400182344,1
-8675636745808774402,1
-8674415498638235517,1
-8674376007954159290,1
-8672306899677836460,0
-8668212440009333491,0
-8666822571096449912,0
-8666381982934124335,0
-8665262167580174601,0
-8665031955377262105,0
-8663481059547518295,1
-8662702544204147280,0
-8660752721633166190,0
-8659790626111920711,1
-8656503750980262064,0
-8656203301330298194,0
-8655912248158568838,0
-8654566214344366967,0
-8653864869575067400,1
-8653855963656459553,1
-8652959112563884952,1
-8652906802573712030,0
-8652893718191303039,1
-8651541611097508564,0
-8647228220446544668,1
-8646275378959160310,1
-8645901512203446626,1
-8645235462081841535,0
-8644493893114678078,1
-8641158420533233974,1
-8641001084979440544,1
-8638718987777541386,1
-8633176767197171868,0
-8631911599387707552,1
-8624539384434163593,0
-8623805764353535600,1
-8623050327000803078,1
-8621667131899808175,1
-8620710505190016159,1
-8619857826875057138,1
-8619439096624639888,0
-8615622076016100123,0
-8614805681163718322,1
-8614738338638632391,0
-8612935382173350857,1
-8611405117121906103,1
-8610953767549081471,1
-8609795408780541781,1
-8609231460053613380,1
-8606753598729956624,0
-8606433324592555948,0
-8605541887727444513,0
-8604922144885629490,1
-8603532964017042066,1
-8601486058873353810,1
-8601382018101854609,1
-8597954309318129414,0
-8597313173164189406,1
-8595859881802867960,1
-8595519442682067807,0
-8595469617817963800,0
-8594579937210410607,0
-8593720527884102126,1
-8591906177160566515,0
-8591576036759235873,0
-8591568875966831765,0
-8591087627067687738,1
-8590543751009168159,0
-8590231677388815162,0
-8590099493707872891,1
-8589483115524846134,0
-8588096531576181771,1
-8587714989950633563,0
-8585253892225274495,1
-8583369778275567956,1
-8582973458840832868,0
-8582915301121182869,0
-8582796070498005188,0
-8581906274423023875,1
-8581463225992137376,0
-8578927194086794175,1
-8578186697896611367,1
-8577311414255127059,0
-8576251959407196228,1
-8576247586220487343,0
-8576096958611697377,1
-8575936999779892345,1
-8575305803037237046,1
-8574808725840241595,1
-8574423657450661092,0
-8573675122554048713,1
-8572303217426531444,0
-8570252945155873128,0
-8569873805486691695,1
-8569227691087156413,1
-8568257485849583669,1
-8566019059379255986,0
-8565410391542240365,0
-8563897272885076371,1
-8563045164069646682,1
-8562843248731857429,1
-8557416707956228262,1
-8555677832322970438,1
-8555119738130575705,0
-8554651106221775417,1
-8552162322342746441,0
-8551967916708764193,0
-8551312690176400600,0
-8549069783916905893,1
-8548978357633512016,0
-8548472319594755207,0
-8546165881164438299,1
-8545934951635560503,1
-8544766062858068074,0
-8544347447214667243,0
-8543436488812925309,0
-8542070227727046943,0
-8541548123179669924,0
-8538646292415832261,1
-8537090412909808567,0
-8536797125878295381,0
-8536057010966690109,1
-8533656652131374934,1
-8533244446499664439,0
-8531573129057429425,1
-8531054970647489828,0
-8530888309643516691,0
-8530662115421410719,0
-8525901765402694933,1
-8523492002775920966,1
-8523415507110615874,0
-8523254133097499308,1
-8521685471260286626,0
-8521590298443943136,0
-8520855295782080558,1
-8516838622263056202,0
-8514964087598521000,1
-8512707493104254332,1
-8511098073791084998,1
-8510864404647930884,1
-8510840844057835734,1
-8510388044823380395,0
-8508744063164205889,0
-8508061643731219492,0
-8507524167527533543,1
-8506982555535050864,1
-8506938113825835095,1
-8506865126333459010,1
-8503790682098859258,0
-8503259240064118356,0
-8500249495082353792,0
-8497163282197313829,0
-8496591653832334798,0
-8496242915171359775,0
-8495407621062447785,0
-8495278549729156695,1
-8495093672267153611,0
-8495026828457605037,0
-8494780890011792214,0
-8494654832565496403,0
-8494574303943710971,0
-8490657731385118219,0
-8490544635069471946,0
-8486609063461511313,1
-8486119885347415724,0
-8485924565269684305,1
-8485624752304482312,1
-8484562761020357961,1
-8484208375345232477,0
-8483743674389829745,0
-8481858745033388104,0
-8480883795931505678,1
-8480266517379292680,1
-8474206873704391829,1
-8473051168574349833,0
-8472590538405557339,0
-8472238432980205466,0
-8471980223084719113,1
-8470277024966952336,0
-8468552738105827007,0
-8464222350976122187,0
-8464140011761628757,0
-8463555975827582964,1
-8463434716328628092,0
-8462014153547392888,1
-8461967080724833950,0
-8460404987563825724,0
-8458980859007070297,0
-8457148852803639877,1
-8456765464678746149,1
-8456705937216105578,1
-8453504585859502726,0
-8452894883892989976,0
-8452818598912348170,1
-8451844570194405766,1
-8450228130333905803,1
-8449782854944883833,1
-8448382781451590651,1
-8448225783450393815,1
-8445938846907968786,1
-8445243302233723010,0
-8444422277572427372,1
-8443836635303434957,1
-8441078352289740873,0
-8438042349092769400,1
-8436087754786856568,0
-8436060899924416866,1
-8435924026134590871,1
-8432926930074668111,1
-8432152917050002565,0
-8430542071185350081,0
-8428456366432342932,0
-8428172250877610081,1
-8426406666034939524,0
-8425272578378295186,1
-8424700647409494410,1
-8423819328991033007,1
-8420983739027985855,0
-8420960615930493309,1
-8418938651099745843,1
-8418051940582957120,1
-8417166312787966754,0
-8415548045721391152,1
-8414981465480622660,0
-8414313903574767407,0
-8413362506360445665,0
-8412958612588550643,0
-8412929113219679077,1
-8412105084864260655,1
-8411894021041166553,0
-8411595293713661268,1
-8411382347473143981,0
-8411169392150892549,0
-8411012438832960301,0
-8410872830716635693,1
-8410271460691142290,1
-8410014522159801089,1
-8409634886228055779,0
-8409321196287885537,1
-8406023269284748062,0
-8404771335139656820,0
-8404612607044099054,0
-8404159258612140823,1
-8402700040798765151,1
-8402247344100740547,1
-8399953786144579968,1
-8397630999682328410,0
-8395020211323330588,0
-8393780231881502820,0
-8392248284796692850,1
-8391092228952467045,1
-8390379571084006983,0
-8389664340404814043,1
-8388328764055327809,1
-8387508681873573863,1
-8386875716346622901,0
-8385350179160141710,1
-8383985912212855833,0
-8383922395311876356,0
-8383020879878559738,0
-8381352828140178107,0
-8380524781596021122,0
-8380454376607632468,1
-8378081686445330645,1
-8377101692445093919,1
-8374090281586284058,1
-8372795532289329860,0
-8372243442629528218,1
-8371877970145215091,1
-8370581917427861174,1
-8370514444356529188,0
-8370269293522550406,0
-8368983196782610545,0
-8368444440457984223,0
-8368248517959098487,0
-8366418338020370702,1
-8365904476255590644,0
-8364993504214484012,0
-8364959930993050026,0
-8364945559652189811,1
-8364710326212525781,1
-8363900976442243247,1
-8363701421094713795,0
-8362598448089605839,1
-8362560470372561365,1
-8360706703446417786,1
-8359522704955834109,1
-8359158036418134139,0
-8356785256546490131,1
-8355060572308198880,0
-8352541088934601219,0
-8352311329157222327,0
-8352218480295351281,0
-8351092769080753907,1
-8350903800238449808,0
-8350584315279873149,0
-8350426376903500960,0
-8350161025373178405,0
-8350136427250086774,0
-8347444967349970674,1
-8347308522020721938,1
-8347161242757062178,1
-8346756017794243670,0
-8345098166297306853,1
-8344872996251996771,0
-8344265300028783613,0
-8341432829252187878,0
-8340604834995497659,1
-8339927826937214957,0
-8336707622514229104,0
-8336575787388159188,0
-8336226328921513775,0
-8335983920785027111,1
-8335375455746191758,0
-8334352460107290418,0
-8333476579730873994,0
-8332301365024420131,1
-8331656404624001355,0
-8331543500075296857,1
-8331007406147050455,1
-8330945392069461741,1
-8329955015345751763,1
-8328425734075086194,0
-8325060045580672850,1
-8324584280481052120,1
-8322682658037124399,1
-8322522091129279418,0
-8322292548532749077,0
-8321612044684459739,0
-8320632896506828986,1
-8320334257273960789,0
-8320202676450177206,1
-8318992285438398253,1
-8318838202660280017,0
-8318273557086033553,1
-8318173128778276159,1
-8317214115065807035,0
-8317157605401671389,0
-8315826465778650277,1
-8314851243568538902,0
-8313593775413432673,1
-8312746593645606005,0
-8307258113540741608,1
-8307099518792019144,1
-8306644719003840276,0
-8306549482645011967,0
-8306164846149384776,1
-8305845391402513814,1
-8304876850762241155,0
-8304296607285316135,1
-8303708040629985962,1
-8301085159115963101,0
-8300747134516280927,1
-8299803715325898684,1
-8298688216881351045,1
-8298421829436536781,1
-8298024037187772333,1
-8297061492729891906,0
-8296023594767989828,0
-8295008305682079244,0
-8291517771075050248,1
-8290821478907311284,0
-8289751783260408086,0
-8289474372386575106,1
-8288713169862615059,1
-8286964737299659142,1
-8286688599297375963,1
-8286394009566475728,0
-8286122881289786546,0
-8284779712999245483,1
-8284737680502590352,1
-8284036609706044089,1
-8283906505972343317,1
-8280573142371651084,0
-8280536532898716862,0
-8279273320634174388,0
-8278222422301914324,0
-8277395261557804880,1
-8276848060443382773,0
-8275533701050038762,0
-8274219506114260767,1
-8272946993947682930,1
-8270490742314452023,0
-8269826396270215302,1
-8260912324602004714,0
-8260806889987320880,1
-8259720540869620929,0
-8258249131148597703,1
-8257686230454366508,0
-8255121347017387234,1
-8252440396896232272,0
-8252015660372692831,0
-8250086066680117818,0
-8249215209204378583,1
-8248530572946512207,1
-8246154682802374231,1
-8245888745276326855,1
-8243980691529901055,1
-8242652658547751974,1
-8240458998726599356,1
-8239942408861904392,0
-8238071471972193653,1
-8237204107624207157,0
-8235944510172963337,1
-8234261949229250863,0
-8233834431926532368,1
-8230141172126829622,0
-8228775572321812394,0
-8228313305718630804,1
-8227283561346084238,1
-8226199921398440577,0
-8225049783145117784,1
-8224717903756759746,1
-8224177539779700962,1
-8223391476435243616,0
-8221243156501075002,1
-8219307664966655192,0
-8218029969139925369,0
-8217096903210922602,1
-8216454876355621333,0
-8215899857054340090,1
-8213919512534862150,1
-8212535981846423849,0
-8211016325627159005,1
-8209839483746784814,1
-8208720255610759772,1
-8207647449579320239,1
-8207087596048462181,1
-8206642593451903649,0
-8205560035970783070,0
-8203179209824342744,1
-8202325029567047311,1
-8201363630144357246,0
-8199277351437398246,0
-8198886977136186263,1
-8198261428175086888,1
-8197706326852237960,1
-8193547064316286691,0
-8193073814206187622,0
-8190581993384043502,1
-8187690672086844817,0
-8185957003997716132,1
-8183797983132182145,0
-8182659164364847761,0
-8182096283732494551,0
-8181832663787022377,0
-8180147397320248280,1
-8179763031323548089,0
-8177407866513538406,0
-8176241938165683555,1
-8175799107374070367,0
-8175071326447685721,0
-8174024372674163064,1
-8172544631548933673,1
-8172544343925474560,1
-8171067879200153982,1
-8170962647788307677,1
-8165887115979585084,0
-8165521370255697318,1
-8165302278611459163,0
-8163413404470853954,0
-8155637785730867567,0
-8153497044406938698,0
-8152658982548975221,1
-8150031277255248985,0
-8146944072105535414,0
-8146560800007957632,0
-8145547230744583323,1
-8144089108992437031,0
-8143368195663504759,1
-8143298386136031414,1
-8143132794200505884,0
-8141707101677309960,1
-8138235412787137105,1
-8137884097573353603,0
-8137818704272573615,0
-8137751738321832658,1
-8137331836344733329,0
-8132329583355453753,0
-8132018202450127785,1
-8131324672703785610,1
-8131053511467976162,1
-8129841504604400950,1
-8129410750258998604,1
-8128406131082967227,1
-8127662181689032457,0
-8126252976889131426,1
-8125668012666512767,0
-8125076455946322782,1
-8123383201490043388,0
-8117787067706800554,0
-8117733792312807312,0
-8117550732751186778,1
-8116786303088081562,0
-8114661908380523461,0
-8113913550420186397,1
-8112190369613341713,1
-8111302987981418284,1
-8110845978989701338,1
-8110321788279700814,1
-8108395854188487384,1
-8105754062926161526,1
-8102867232709459599,1
-8102065081862955434,1
-8101476837666638744,0
-8097176394140054474,1
-8096920507767853064,1
-8094410851865066582,1
-8091634083592741160,1
-8090157369358991699,1
-8089046841702781798,0
-8087513305962105625,0
-8086225104252879431,1
-8084172863283866662,1
-8083482310604119715,1
-8082749456369218571,1
-8079746766370999507,1
-8078367137254407537,1
-8076774065135350127,0
-8073166238664320512,0
-8071283781990025135,1
-8070694918751512257,0
-8068588983602689124,1
-8068490891086742112,1
-8067734434535167352,0
-8066935540242527158,0
-8066548182483316528,0
-8065843243630494242,1
-8064577928814340960,0
-8064509090656829341,0
-8060929878934258159,1
-8059546827630416093,1
-8055493500924049906,0
-8055485129265752504,1
-8053804611329343720,1
-8053633139516202609,0
-8053383009187416400,0
-8051774582134809477,1
-8050015104962682803,1
-8049245298606280065,0
-8049226974205998025,1
-8049055530387557742,0
-8048108678317730444,1
-8046890438548627071,0
-8045658927682819579,0
-8044831191565299071,0
-8043965550634546388,1
-8038826547975837291,0
-8038805450506311341,0
-8033243330452639716,1
-8029682313076490679,1
-8029328909097828162,0
-8029297374386015891,1
-8029287931189284328,0
-8026575972605851031,1
-8026273789839225935,0
-8026022489343840658,0
-8021834691199729677,0
-8020868505845741449,1
-8017675061681833046,0
-8017060066901831272,1
-8016963167253943654,1
-8016231673167557869,1
-8015737498495161786,1
-8015327933575354977,1
-8014741373489610495,1
-8013999283883927950,1
-8011910666975756391,1
-8011167008150877068,1
-8009020023830032509,0
-8008612064640231713,1
-8007126578528514559,0
-8002898590670443834,0
-8001042661586127253,0
-8000288129792068858,0
-7999320032169460356,1
-7998987163209562957,1
-7995535042390140893,1
-7994766645471702935,1
-7991785110030910300,0
-7989667046231036503,1
-7989183542690036058,0
-7986733484299012501,1
-7985837325521347989,0
-7984786775361540162,1
-7983586914077857122,1
-7982353280045252125,0
-7977444524586318532,0
-7973375540377490117,0
-7970520455316171928,1
-7970428451180681414,1
-7970006903627512889,0
-7968541354402745971,0
-7966405753911121879,1
-7965218535338217356,0
-7965109065215501352,0
-7963568408884548699,1
-7963027702638915766,1
-7962904920005794278,0
-7962852456166319003,1
-7962608719971068103,1
-7962012994973489120,1
-7961934984634940317,0
-7961442058837469319,0
-7961157989602505713,0
-7960528748189563478,0
-7960464127744098835,1
-7959203638893933120,1
-7959053258104296169,0
-7958526327482083046,1
-7958229083994579260,0
-7956595725675121319,1
-7953775533484307747,1
-7951895084178094962,0
-7949717423314419779,0
-7949380439551127574,1
-7948990433730733592,0
-7947629154697819024,1
-7945599410144926896,0
-7944453498715436378,1
-7944411449926755019,1
-7943860500305736910,0
-7943681267184421806,1
-7942086179377754625,1
-7939661014796152256,1
-7938803971758836286,1
-7938635023011504105,0
-7935460648652581601,0
-7934611896214493454,1
-7933927219634649614,0
-7931346132850107924,0
-7929980276097391250,0
-7929180870207171133,0
-7926845010176997659,1
-7926482734321157417,1
-7925163858572274335,1
-7922885727306724414,0
-7922573097302570066,0
-7919226747724125975,0
-7919166718492464062,1
-7917918963046167251,0
-7917803238640534375,1
-7917483532853746086,0
-7915317871053653710,0
-7910961659891840543,1
-7909959159033387317,1
-7908259716891654667,1
-7906744678164349189,1
-7906715906914665092,1
-7905829549866421487,0
-7905609837437098140,0
-7905451653266187602,1
-7904317831593424230,1
-7899403130514316559,1
-7898924926412346160,0
-7898920049703167433,0
-7898512561524734314,1
-7896112327286513516,0
-7895176649800211722,1
-7894418278257727901,0
-7892866598817135410,0
-7892598574383984211,1
-7892523443971639350,0
-7889522206239039622,1
-7885966271569361048,0
-7885927794586193991,0
-7885447884868906938,0
-7883855424930344789,1
-7882712480312434661,1
-7876471632936539559,1
-7876365550299351518,0
-7875463907934480255,1
-7875187583516462669,1
-7872176559298037089,0
-7870463111687721753,0
-7870204526938562907,1
-7869532571305347873,1
-7869336281071610791,1
-7869308983779341672,1
-7867411873261512450,0
-7866417361025298303,0
-7866192225467950526,1
-7864827227866649398,0
-7862299435680959029,1
-7861971059502196675,0
-7861659736413837976,1
-7857804889929689673,1
-7856077566226203325,1
-7856057724407986488,1
-7856049678684491126,0
-7855776565204138767,0
-7855254246289357508,0
-7853181074632591089,1
-7851327283415480906,1
-7851075891535113061,1
-7851073417878118274,0
-7850711165021225206,0
-7847761621363546832,1
-7847115322735348700,0
-7845637055436060296,0
-7845408003902012120,1
-7842072948254471300,1
-7840257428788766338,1
-7839642534615444318,0
-7839426036739082199,0
-7839308894542195734,1
-7838549852392583567,1
-7838513733429132795,0
-7836299007220162636,1
-7833034535388224628,0
-7832024929455413612,1
-7831508873456017819,1
-7830274511508830918,0
-7829484565475417115,0
-7825081796467398390,0
-7824149466581830518,0
-7823022609837858877,0
-7822988174909868829,1
-7822214408862239171,1
-7821565390536460373,0
-7820765798620728159,1
-7820708119407813556,0
-7820585547435797534,1
-7819002406951585553,1
-7818594505862542106,1
-7816299270104793212,0
-7816146884963500042,0
-7814548159634428335,0
-7812416704411041566,1
-7811964010860256556,1
-7811067114247768574,0
-7809372176294295336,0
-7809108326792884533,1
-7809080394136462628,1
-7807670389272527836,0
-7807578171985786506,0
-7806251589312222502,1
-7803979181314284364,0
-7802707753884793488,1
-7801993264758221816,0
-7801266167993201940,1
-7800136633101133403,1
-7799779417586803176,1
-7798977802532359225,1
-7797342674306642775,1
-7795317863694957329,1
-7793916017223235346,1
-7791214533755503000,1
-7789451936994166102,1
-7789319036701028350,1
-7788819378567851947,0
-7788665580055111711,0
-7788551317777442030,1
-7788290691982461451,1
-7787559462046358903,1
-7787295421386056416,0
-7786689986302805362,1
-7785673731414492209,1
-7785349349110296556,0
-7785249253832134114,0
-7784671110378882470,1
-7784224730992426982,0
-7783065205709124447,1
-7781761289879813935,0
-7778958731258864608,1
-7777530329021754611,0
-7777095899906690223,1
-7776903301649171568,0
-7776371711567520483,1
-7775307185333429453,0
-7770425385231719700,1
-7770313429847410579,1
-7770134892905241214,1
-7769683702555344053,0
-7767966316381776673,1
-7767817922056426616,1
-7767352293622279764,1
-7765766095500964675,0
-7765699637189991678,0
-7764364803933154496,0
-7764242260215348982,1
-7763394670997873313,1
-7762919420225954652,0
-7761768221566920605,1
-7760119079569163096,1
-7759368219052317552,1
-7758269092722055685,1
-7757480127981472230,0
-7756983823346355111,1
-7756188284032766823,0
-7754750656019491772,1
-7753848155881164680,0
-7752804777873698357,1
-7752663245474313852,1
-7752258797592927228,0
-7751847291374131501,0
-7751313787860337593,0
-7747879520795376903,1
-7747144147464965553,0
-7746261105202552569,0
-7746253373357204672,0
-7745712557079782001,0
-7745067601995912282,0
-7745017728951910281,1
-7744239830567688716,0
-7743156355674846409,0
-7741691545923344972,1
-7741097582881108378,1
-7738650450682148057,0
-7737586355245575060,0
-7737124484169298180,0
-7736504884153094644,1
-7735541936125748967,1
-7734464167260829011,0
-7734189387753741125,1
-7732381417807398407,1
-7731400246302269015,0
-7731092428190304941,0
-7729993182207235523,0
-7728017593310934736,0
-7726200629375068355,1
-7725628628031664840,1
-7724890310107822118,1
-7723925283513814861,1
-7723825191968192378,1
-7723136337425228567,1
